Date,SKU,Quantity,Category
2023-11-03,ELEC-HEADPHONES-001,415,Electronics
2023-11-04,ELEC-HEADPHONES-001,491,Electronics
2023-11-05,ELEC-HEADPHONES-001,407,Electronics
2023-11-06,ELEC-HEADPHONES-001,326,Electronics
2023-11-07,ELEC-HEADPHONES-001,296,Electronics
2023-11-08,ELEC-HEADPHONES-001,262,Electronics
2023-11-09,ELEC-HEADPHONES-001,614,Electronics
2023-11-10,ELEC-HEADPHONES-001,548,Electronics
2023-11-11,ELEC-HEADPHONES-001,603,Electronics
2023-11-12,ELEC-HEADPHONES-001,661,Electronics
2023-11-13,ELEC-HEADPHONES-001,462,Electronics
2023-11-14,ELEC-HEADPHONES-001,536,Electronics
2023-11-15,ELEC-HEADPHONES-001,664,Electronics
2023-11-16,ELEC-HEADPHONES-001,302,Electronics
2023-11-17,ELEC-HEADPHONES-001,438,Electronics
2023-11-18,ELEC-HEADPHONES-001,421,Electronics
2023-11-19,ELEC-HEADPHONES-001,5,Electronics
2023-11-20,ELEC-HEADPHONES-001,524,Electronics
2023-11-21,ELEC-HEADPHONES-001,540,Electronics
2023-11-22,ELEC-HEADPHONES-001,651,Electronics
2023-11-23,ELEC-HEADPHONES-001,699,Electronics
2023-11-24,ELEC-HEADPHONES-001,655,Electronics
2023-11-25,ELEC-HEADPHONES-001,1976,Electronics
2023-11-26,ELEC-HEADPHONES-001,978,Electronics
2023-11-27,ELEC-HEADPHONES-001,542,Electronics
2023-11-28,ELEC-HEADPHONES-001,2055,Electronics
2023-11-29,ELEC-HEADPHONES-001,279,Electronics
2023-11-30,ELEC-HEADPHONES-001,324,Electronics
2023-12-01,ELEC-HEADPHONES-001,369,Electronics
2023-12-02,ELEC-HEADPHONES-001,438,Electronics
2023-12-03,ELEC-HEADPHONES-001,414,Electronics
2023-12-04,ELEC-HEADPHONES-001,321,Electronics
2023-12-05,ELEC-HEADPHONES-001,306,Electronics
2023-12-06,ELEC-HEADPHONES-001,327,Electronics
2023-12-07,ELEC-HEADPHONES-001,349,Electronics
2023-12-08,ELEC-HEADPHONES-001,371,Electronics
2023-12-09,ELEC-HEADPHONES-001,520,Electronics
2023-12-10,ELEC-HEADPHONES-001,396,Electronics
2023-12-11,ELEC-HEADPHONES-001,316,Electronics
2023-12-12,ELEC-HEADPHONES-001,369,Electronics
2023-12-13,ELEC-HEADPHONES-001,394,Electronics
2023-12-14,ELEC-HEADPHONES-001,344,Electronics
2023-12-15,ELEC-HEADPHONES-001,311,Electronics
2023-12-16,ELEC-HEADPHONES-001,445,Electronics
2023-12-17,ELEC-HEADPHONES-001,400,Electronics
2023-12-18,ELEC-HEADPHONES-001,315,Electronics
2023-12-19,ELEC-HEADPHONES-001,438,Electronics
2023-12-20,ELEC-HEADPHONES-001,797,Electronics
2023-12-21,ELEC-HEADPHONES-001,607,Electronics
2023-12-22,ELEC-HEADPHONES-001,647,Electronics
2023-12-23,ELEC-HEADPHONES-001,738,Electronics
2023-12-24,ELEC-HEADPHONES-001,459,Electronics
2023-12-25,ELEC-HEADPHONES-001,397,Electronics
2023-12-26,ELEC-HEADPHONES-001,364,Electronics
2023-12-27,ELEC-HEADPHONES-001,247,Electronics
2023-12-28,ELEC-HEADPHONES-001,374,Electronics
2023-12-29,ELEC-HEADPHONES-001,409,Electronics
2023-12-30,ELEC-HEADPHONES-001,502,Electronics
2023-12-31,ELEC-HEADPHONES-001,407,Electronics
2023-01-01,CLTH-TSHIRT-001,205,Clothing
2023-01-02,CLTH-TSHIRT-001,132,Clothing
2023-01-03,CLTH-TSHIRT-001,184,Clothing
2023-01-04,CLTH-TSHIRT-001,166,Clothing
2023-01-05,CLTH-TSHIRT-001,173,Clothing
2023-01-06,CLTH-TSHIRT-001,238,Clothing
2023-01-07,CLTH-TSHIRT-001,297,Clothing
2023-01-08,CLTH-TSHIRT-001,221,Clothing
2023-01-09,CLTH-TSHIRT-001,199,Clothing
2023-01-10,CLTH-TSHIRT-001,304,Clothing
2023-01-11,CLTH-TSHIRT-001,336,Clothing
2023-01-12,CLTH-TSHIRT-001,259,Clothing
2023-01-13,CLTH-TSHIRT-001,214,Clothing
2023-01-14,CLTH-TSHIRT-001,238,Clothing
2023-01-15,CLTH-TSHIRT-001,184,Clothing
2023-01-16,CLTH-TSHIRT-001,266,Clothing
2023-01-17,CLTH-TSHIRT-001,280,Clothing
2023-01-18,CLTH-TSHIRT-001,303,Clothing
2023-01-19,CLTH-TSHIRT-001,165,Clothing
2023-01-20,CLTH-TSHIRT-001,204,Clothing
2023-01-21,CLTH-TSHIRT-001,263,Clothing
2023-01-22,CLTH-TSHIRT-001,197,Clothing
2023-01-23,CLTH-TSHIRT-001,203,Clothing
2023-01-24,CLTH-TSHIRT-001,179,Clothing
2023-01-25,CLTH-TSHIRT-001,196,Clothing
2023-01-26,CLTH-TSHIRT-001,325,Clothing
2023-01-27,CLTH-TSHIRT-001,258,Clothing
2023-01-28,CLTH-TSHIRT-001,262,Clothing
2023-01-29,CLTH-TSHIRT-001,242,Clothing
2023-01-30,CLTH-TSHIRT-001,288,Clothing
2023-01-31,CLTH-TSHIRT-001,174,Clothing
2023-02-01,CLTH-TSHIRT-001,21,Clothing
2023-02-02,CLTH-TSHIRT-001,174,Clothing
2023-02-03,CLTH-TSHIRT-001,225,Clothing
2023-02-04,CLTH-TSHIRT-001,293,Clothing
2023-02-05,CLTH-TSHIRT-001,272,Clothing
2023-02-06,CLTH-TSHIRT-001,212,Clothing
2023-02-07,CLTH-TSHIRT-001,270,Clothing
2023-02-08,CLTH-TSHIRT-001,263,Clothing
2023-02-09,CLTH-TSHIRT-001,249,Clothing
2023-02-10,CLTH-TSHIRT-001,550,Clothing
2023-02-11,CLTH-TSHIRT-001,442,Clothing
2023-02-12,CLTH-TSHIRT-001,331,Clothing
2023-02-13,CLTH-TSHIRT-001,170,Clothing
2023-02-14,CLTH-TSHIRT-001,167,Clothing
2023-02-15,CLTH-TSHIRT-001,177,Clothing
2023-02-16,CLTH-TSHIRT-001,210,Clothing
2023-02-17,CLTH-TSHIRT-001,250,Clothing
2023-02-18,CLTH-TSHIRT-001,241,Clothing
2023-02-19,CLTH-TSHIRT-001,256,Clothing
2023-02-20,CLTH-TSHIRT-001,134,Clothing
2023-02-21,CLTH-TSHIRT-001,277,Clothing
2023-02-22,CLTH-TSHIRT-001,255,Clothing
2023-02-23,CLTH-TSHIRT-001,205,Clothing
2023-02-24,CLTH-TSHIRT-001,216,Clothing
2023-02-25,CLTH-TSHIRT-001,233,Clothing
2023-02-26,CLTH-TSHIRT-001,257,Clothing
2023-02-27,CLTH-TSHIRT-001,177,Clothing
2023-02-28,CLTH-TSHIRT-001,161,Clothing
2023-03-01,CLTH-TSHIRT-001,243,Clothing
2023-03-02,CLTH-TSHIRT-001,225,Clothing
2023-03-03,CLTH-TSHIRT-001,238,Clothing
2023-03-04,CLTH-TSHIRT-001,230,Clothing
2023-03-05,CLTH-TSHIRT-001,179,Clothing
2023-03-06,CLTH-TSHIRT-001,153,Clothing
2023-03-07,CLTH-TSHIRT-001,221,Clothing
2023-03-08,CLTH-TSHIRT-001,244,Clothing
2023-03-09,CLTH-TSHIRT-001,234,Clothing
2023-03-10,CLTH-TSHIRT-001,203,Clothing
2023-03-11,CLTH-TSHIRT-001,198,Clothing
2023-03-12,CLTH-TSHIRT-001,214,Clothing
2023-03-13,CLTH-TSHIRT-001,119,Clothing
2023-03-14,CLTH-TSHIRT-001,299,Clothing
2023-03-15,CLTH-TSHIRT-001,279,Clothing
2023-03-16,CLTH-TSHIRT-001,266,Clothing
2023-03-17,CLTH-TSHIRT-001,250,Clothing
2023-03-18,CLTH-TSHIRT-001,385,Clothing
2023-03-19,CLTH-TSHIRT-001,193,Clothing
2023-03-20,CLTH-TSHIRT-001,133,Clothing
2023-03-21,CLTH-TSHIRT-001,108,Clothing
2023-03-22,CLTH-TSHIRT-001,190,Clothing
2023-03-23,CLTH-TSHIRT-001,241,Clothing
2023-03-24,CLTH-TSHIRT-001,274,Clothing
2023-03-25,CLTH-TSHIRT-001,222,Clothing
2023-03-26,CLTH-TSHIRT-001,190,Clothing
2023-03-27,CLTH-TSHIRT-001,173,Clothing
2023-03-28,CLTH-TSHIRT-001,162,Clothing
2023-03-29,CLTH-TSHIRT-001,239,Clothing
2023-03-30,CLTH-TSHIRT-001,255,Clothing
2023-03-31,CLTH-TSHIRT-001,311,Clothing
2023-04-01,CLTH-TSHIRT-001,305,Clothing
2023-04-02,CLTH-TSHIRT-001,245,Clothing
2023-04-03,CLTH-TSHIRT-001,156,Clothing
2023-04-04,CLTH-TSHIRT-001,170,Clothing
2023-04-05,CLTH-TSHIRT-001,171,Clothing
2023-04-06,CLTH-TSHIRT-001,168,Clothing
2023-04-07,CLTH-TSHIRT-001,185,Clothing
2023-04-08,CLTH-TSHIRT-001,209,Clothing
2023-04-09,CLTH-TSHIRT-001,385,Clothing
2023-04-10,CLTH-TSHIRT-001,233,Clothing
2023-04-11,CLTH-TSHIRT-001,285,Clothing
2023-04-12,CLTH-TSHIRT-001,254,Clothing
2023-04-13,CLTH-TSHIRT-001,182,Clothing
2023-04-14,CLTH-TSHIRT-001,372,Clothing
2023-04-15,CLTH-TSHIRT-001,265,Clothing
2023-04-16,CLTH-TSHIRT-001,201,Clothing
2023-04-17,CLTH-TSHIRT-001,163,Clothing
2023-04-18,CLTH-TSHIRT-001,205,Clothing
2023-04-19,CLTH-TSHIRT-001,219,Clothing
2023-04-20,CLTH-TSHIRT-001,263,Clothing
2023-04-21,CLTH-TSHIRT-001,368,Clothing
2023-04-22,CLTH-TSHIRT-001,290,Clothing
2023-04-23,CLTH-TSHIRT-001,328,Clothing
2023-04-24,CLTH-TSHIRT-001,193,Clothing
2023-04-25,CLTH-TSHIRT-001,306,Clothing
2023-04-26,CLTH-TSHIRT-001,189,Clothing
2023-04-27,CLTH-TSHIRT-001,144,Clothing
2023-04-28,CLTH-TSHIRT-001,258,Clothing
2023-04-29,CLTH-TSHIRT-001,212,Clothing
2023-04-30,CLTH-TSHIRT-001,184,Clothing
2023-05-01,CLTH-TSHIRT-001,418,Clothing
2023-05-02,CLTH-TSHIRT-001,559,Clothing
2023-05-03,CLTH-TSHIRT-001,404,Clothing
2023-05-04,CLTH-TSHIRT-001,481,Clothing
2023-05-05,CLTH-TSHIRT-001,584,Clothing
2023-05-06,CLTH-TSHIRT-001,659,Clothing
2023-05-07,CLTH-TSHIRT-001,539,Clothing
2023-05-08,CLTH-TSHIRT-001,383,Clothing
2023-05-09,CLTH-TSHIRT-001,418,Clothing
2023-05-10,CLTH-TSHIRT-001,44,Clothing
2023-05-11,CLTH-TSHIRT-001,400,Clothing
2023-05-12,CLTH-TSHIRT-001,308,Clothing
2023-05-13,CLTH-TSHIRT-001,636,Clothing
2023-05-14,CLTH-TSHIRT-001,596,Clothing
2023-05-15,CLTH-TSHIRT-001,262,Clothing
2023-05-16,CLTH-TSHIRT-001,405,Clothing
2023-05-17,CLTH-TSHIRT-001,522,Clothing
2023-05-18,CLTH-TSHIRT-001,625,Clothing
2023-05-19,CLTH-TSHIRT-001,551,Clothing
2023-05-20,CLTH-TSHIRT-001,531,Clothing
2023-05-21,CLTH-TSHIRT-001,511,Clothing
2023-05-22,CLTH-TSHIRT-001,489,Clothing
2023-05-23,CLTH-TSHIRT-001,431,Clothing
2023-05-24,CLTH-TSHIRT-001,420,Clothing
2023-05-25,CLTH-TSHIRT-001,443,Clothing
2023-05-26,CLTH-TSHIRT-001,470,Clothing
2023-05-27,CLTH-TSHIRT-001,608,Clothing
2023-05-28,CLTH-TSHIRT-001,653,Clothing
2023-05-29,CLTH-TSHIRT-001,425,Clothing
2023-05-30,CLTH-TSHIRT-001,459,Clothing
2023-05-31,CLTH-TSHIRT-001,456,Clothing
2023-06-01,CLTH-TSHIRT-001,365,Clothing
2023-06-02,CLTH-TSHIRT-001,622,Clothing
2023-06-03,CLTH-TSHIRT-001,590,Clothing
2023-06-04,CLTH-TSHIRT-001,511,Clothing
2023-06-05,CLTH-TSHIRT-001,600,Clothing
2023-06-06,CLTH-TSHIRT-001,499,Clothing
2023-06-07,CLTH-TSHIRT-001,424,Clothing
2023-06-08,CLTH-TSHIRT-001,447,Clothing
2023-06-09,CLTH-TSHIRT-001,644,Clothing
2023-06-10,CLTH-TSHIRT-001,607,Clothing
2023-06-11,CLTH-TSHIRT-001,412,Clothing
2023-06-12,CLTH-TSHIRT-001,462,Clothing
2023-06-13,CLTH-TSHIRT-001,430,Clothing
2023-06-14,CLTH-TSHIRT-001,612,Clothing
2023-06-15,CLTH-TSHIRT-001,555,Clothing
2023-06-16,CLTH-TSHIRT-001,512,Clothing
2023-06-17,CLTH-TSHIRT-001,712,Clothing
2023-06-18,CLTH-TSHIRT-001,531,Clothing
2023-06-19,CLTH-TSHIRT-001,458,Clothing
2023-06-20,CLTH-TSHIRT-001,512,Clothing
2023-06-21,CLTH-TSHIRT-001,417,Clothing
2023-06-22,CLTH-TSHIRT-001,432,Clothing
2023-06-23,CLTH-TSHIRT-001,634,Clothing
2023-06-24,CLTH-TSHIRT-001,567,Clothing
2023-06-25,CLTH-TSHIRT-001,494,Clothing
2023-06-26,CLTH-TSHIRT-001,348,Clothing
2023-06-27,CLTH-TSHIRT-001,508,Clothing
2023-06-28,CLTH-TSHIRT-001,626,Clothing
2023-06-29,CLTH-TSHIRT-001,401,Clothing
2023-06-30,CLTH-TSHIRT-001,552,Clothing
2023-07-01,CLTH-TSHIRT-001,869,Clothing
2023-07-02,CLTH-TSHIRT-001,935,Clothing
2023-07-03,CLTH-TSHIRT-001,781,Clothing
2023-07-04,CLTH-TSHIRT-001,965,Clothing
2023-07-05,CLTH-TSHIRT-001,1134,Clothing
2023-07-06,CLTH-TSHIRT-001,956,Clothing
2023-07-07,CLTH-TSHIRT-001,1190,Clothing
2023-07-08,CLTH-TSHIRT-001,1207,Clothing
2023-07-09,CLTH-TSHIRT-001,751,Clothing
2023-07-10,CLTH-TSHIRT-001,404,Clothing
2023-07-11,CLTH-TSHIRT-001,752,Clothing
2023-07-12,CLTH-TSHIRT-001,738,Clothing
2023-07-13,CLTH-TSHIRT-001,679,Clothing
2023-07-14,CLTH-TSHIRT-001,33,Clothing
2023-07-15,CLTH-TSHIRT-001,857,Clothing
2023-07-16,CLTH-TSHIRT-001,539,Clothing
2023-07-17,CLTH-TSHIRT-001,487,Clothing
2023-07-18,CLTH-TSHIRT-001,609,Clothing
2023-07-19,CLTH-TSHIRT-001,840,Clothing
2023-07-20,CLTH-TSHIRT-001,859,Clothing
2023-07-21,CLTH-TSHIRT-001,540,Clothing
2023-07-22,CLTH-TSHIRT-001,407,Clothing
2023-07-23,CLTH-TSHIRT-001,478,Clothing
2023-07-24,CLTH-TSHIRT-001,485,Clothing
2023-07-25,CLTH-TSHIRT-001,476,Clothing
2023-07-26,CLTH-TSHIRT-001,406,Clothing
2023-07-27,CLTH-TSHIRT-001,442,Clothing
2023-07-28,CLTH-TSHIRT-001,619,Clothing
2023-07-29,CLTH-TSHIRT-001,647,Clothing
2023-07-30,CLTH-TSHIRT-001,507,Clothing
2023-07-31,CLTH-TSHIRT-001,384,Clothing
2023-08-01,CLTH-TSHIRT-001,180,Clothing
2023-08-02,CLTH-TSHIRT-001,164,Clothing
2023-08-03,CLTH-TSHIRT-001,237,Clothing
2023-08-04,CLTH-TSHIRT-001,209,Clothing
2023-08-05,CLTH-TSHIRT-001,283,Clothing
2023-08-06,CLTH-TSHIRT-001,258,Clothing
2023-08-07,CLTH-TSHIRT-001,187,Clothing
2023-08-08,CLTH-TSHIRT-001,179,Clothing
2023-08-09,CLTH-TSHIRT-001,203,Clothing
2023-08-10,CLTH-TSHIRT-001,190,Clothing
2023-08-11,CLTH-TSHIRT-001,190,Clothing
2023-08-12,CLTH-TSHIRT-001,301,Clothing
2023-08-13,CLTH-TSHIRT-001,208,Clothing
2023-08-14,CLTH-TSHIRT-001,230,Clothing
2023-08-15,CLTH-TSHIRT-001,320,Clothing
2023-08-16,CLTH-TSHIRT-001,342,Clothing
2023-08-17,CLTH-TSHIRT-001,333,Clothing
2023-08-18,CLTH-TSHIRT-001,340,Clothing
2023-08-19,CLTH-TSHIRT-001,401,Clothing
2023-08-20,CLTH-TSHIRT-001,289,Clothing
2023-08-21,CLTH-TSHIRT-001,390,Clothing
2023-08-22,CLTH-TSHIRT-001,309,Clothing
2023-08-23,CLTH-TSHIRT-001,376,Clothing
2023-08-24,CLTH-TSHIRT-001,453,Clothing
2023-08-25,CLTH-TSHIRT-001,325,Clothing
2023-08-26,CLTH-TSHIRT-001,235,Clothing
2023-08-27,CLTH-TSHIRT-001,233,Clothing
2023-08-28,CLTH-TSHIRT-001,161,Clothing
2023-08-29,CLTH-TSHIRT-001,302,Clothing
2023-08-30,CLTH-TSHIRT-001,308,Clothing
2023-08-31,CLTH-TSHIRT-001,314,Clothing
2023-09-01,CLTH-TSHIRT-001,257,Clothing
2023-09-02,CLTH-TSHIRT-001,381,Clothing
2023-09-03,CLTH-TSHIRT-001,304,Clothing
2023-09-04,CLTH-TSHIRT-001,269,Clothing
2023-09-05,CLTH-TSHIRT-001,246,Clothing
2023-09-06,CLTH-TSHIRT-001,187,Clothing
2023-09-07,CLTH-TSHIRT-001,163,Clothing
2023-09-08,CLTH-TSHIRT-001,257,Clothing
2023-09-09,CLTH-TSHIRT-001,235,Clothing
2023-09-10,CLTH-TSHIRT-001,142,Clothing
2023-09-11,CLTH-TSHIRT-001,183,Clothing
2023-09-12,CLTH-TSHIRT-001,176,Clothing
2023-09-13,CLTH-TSHIRT-001,189,Clothing
2023-09-14,CLTH-TSHIRT-001,201,Clothing
2023-09-15,CLTH-TSHIRT-001,226,Clothing
2023-09-16,CLTH-TSHIRT-001,265,Clothing
2023-09-17,CLTH-TSHIRT-001,197,Clothing
2023-09-18,CLTH-TSHIRT-001,175,Clothing
2023-09-19,CLTH-TSHIRT-001,184,Clothing
2023-09-20,CLTH-TSHIRT-001,212,Clothing
2023-09-21,CLTH-TSHIRT-001,209,Clothing
2023-09-22,CLTH-TSHIRT-001,189,Clothing
2023-09-23,CLTH-TSHIRT-001,278,Clothing
2023-09-24,CLTH-TSHIRT-001,193,Clothing
2023-09-25,CLTH-TSHIRT-001,182,Clothing
2023-09-26,CLTH-TSHIRT-001,202,Clothing
2023-09-27,CLTH-TSHIRT-001,244,Clothing
2023-09-28,CLTH-TSHIRT-001,185,Clothing
2023-09-29,CLTH-TSHIRT-001,209,Clothing
2023-09-30,CLTH-TSHIRT-001,239,Clothing
2023-10-01,CLTH-TSHIRT-001,302,Clothing
2023-10-02,CLTH-TSHIRT-001,273,Clothing
2023-10-03,CLTH-TSHIRT-001,217,Clothing
2023-10-04,CLTH-TSHIRT-001,242,Clothing
2023-10-05,CLTH-TSHIRT-001,241,Clothing
2023-10-06,CLTH-TSHIRT-001,378,Clothing
2023-10-07,CLTH-TSHIRT-001,301,Clothing
2023-10-08,CLTH-TSHIRT-001,207,Clothing
2023-10-09,CLTH-TSHIRT-001,158,Clothing
2023-10-10,CLTH-TSHIRT-001,193,Clothing
2023-10-11,CLTH-TSHIRT-001,337,Clothing
2023-10-12,CLTH-TSHIRT-001,247,Clothing
2023-10-13,CLTH-TSHIRT-001,342,Clothing
2023-10-14,CLTH-TSHIRT-001,274,Clothing
2023-10-15,CLTH-TSHIRT-001,226,Clothing
2023-10-16,CLTH-TSHIRT-001,167,Clothing
2023-10-17,CLTH-TSHIRT-001,220,Clothing
2023-10-18,CLTH-TSHIRT-001,114,Clothing
2023-10-19,CLTH-TSHIRT-001,211,Clothing
2023-10-20,CLTH-TSHIRT-001,199,Clothing
2023-10-21,CLTH-TSHIRT-001,174,Clothing
2023-10-22,CLTH-TSHIRT-001,227,Clothing
2023-10-23,CLTH-TSHIRT-001,196,Clothing
2023-10-24,CLTH-TSHIRT-001,187,Clothing
2023-10-25,CLTH-TSHIRT-001,219,Clothing
2023-10-26,CLTH-TSHIRT-001,238,Clothing
2023-10-27,CLTH-TSHIRT-001,264,Clothing
2023-10-28,CLTH-TSHIRT-001,298,Clothing
2023-10-29,CLTH-TSHIRT-001,351,Clothing
2023-10-30,CLTH-TSHIRT-001,247,Clothing
2023-10-31,CLTH-TSHIRT-001,218,Clothing
2023-11-01,CLTH-TSHIRT-001,277,Clothing
2023-11-02,CLTH-TSHIRT-001,251,Clothing
2023-11-03,CLTH-TSHIRT-001,292,Clothing
2023-11-04,CLTH-TSHIRT-001,233,Clothing
2023-11-05,CLTH-TSHIRT-001,215,Clothing
2023-11-06,CLTH-TSHIRT-001,176,Clothing
2023-11-07,CLTH-TSHIRT-001,193,Clothing
2023-11-08,CLTH-TSHIRT-001,240,Clothing
2023-11-09,CLTH-TSHIRT-001,261,Clothing
2023-11-10,CLTH-TSHIRT-001,340,Clothing
2023-11-11,CLTH-TSHIRT-001,319,Clothing
2023-11-12,CLTH-TSHIRT-001,254,Clothing
2023-11-13,CLTH-TSHIRT-001,148,Clothing
2023-11-14,CLTH-TSHIRT-001,190,Clothing
2023-11-15,CLTH-TSHIRT-001,179,Clothing
2023-11-16,CLTH-TSHIRT-001,172,Clothing
2023-11-17,CLTH-TSHIRT-001,174,Clothing
2023-11-18,CLTH-TSHIRT-001,237,Clothing
2023-11-19,CLTH-TSHIRT-001,163,Clothing
2023-11-20,CLTH-TSHIRT-001,181,Clothing
2023-11-21,CLTH-TSHIRT-001,194,Clothing
2023-11-22,CLTH-TSHIRT-001,180,Clothing
2023-11-23,CLTH-TSHIRT-001,219,Clothing
2023-11-24,CLTH-TSHIRT-001,235,Clothing
2023-11-25,CLTH-TSHIRT-001,905,Clothing
2023-11-26,CLTH-TSHIRT-001,799,Clothing
2023-11-27,CLTH-TSHIRT-001,316,Clothing
2023-11-28,CLTH-TSHIRT-001,916,Clothing
2023-11-29,CLTH-TSHIRT-001,187,Clothing
2023-11-30,CLTH-TSHIRT-001,211,Clothing
2023-12-01,CLTH-TSHIRT-001,228,Clothing
2023-12-02,CLTH-TSHIRT-001,213,Clothing
2023-12-03,CLTH-TSHIRT-001,201,Clothing
2023-12-04,CLTH-TSHIRT-001,143,Clothing
2023-12-05,CLTH-TSHIRT-001,223,Clothing
2023-12-06,CLTH-TSHIRT-001,192,Clothing
2023-12-07,CLTH-TSHIRT-001,246,Clothing
2023-12-08,CLTH-TSHIRT-001,218,Clothing
2023-12-09,CLTH-TSHIRT-001,214,Clothing
2023-12-10,CLTH-TSHIRT-001,163,Clothing
2023-12-11,CLTH-TSHIRT-001,119,Clothing
2023-12-12,CLTH-TSHIRT-001,219,Clothing
2023-12-13,CLTH-TSHIRT-001,299,Clothing
2023-12-14,CLTH-TSHIRT-001,310,Clothing
2023-12-15,CLTH-TSHIRT-001,252,Clothing
2023-12-16,CLTH-TSHIRT-001,272,Clothing
2023-12-17,CLTH-TSHIRT-001,235,Clothing
2023-12-18,CLTH-TSHIRT-001,200,Clothing
2023-12-19,CLTH-TSHIRT-001,286,Clothing
2023-12-20,CLTH-TSHIRT-001,436,Clothing
2023-12-21,CLTH-TSHIRT-001,332,Clothing
2023-12-22,CLTH-TSHIRT-001,459,Clothing
2023-12-23,CLTH-TSHIRT-001,341,Clothing
2023-12-24,CLTH-TSHIRT-001,339,Clothing
2023-12-25,CLTH-TSHIRT-001,237,Clothing
2023-12-26,CLTH-TSHIRT-001,245,Clothing
2023-12-27,CLTH-TSHIRT-001,282,Clothing
2023-12-28,CLTH-TSHIRT-001,291,Clothing
2023-12-29,CLTH-TSHIRT-001,213,Clothing
2023-12-30,CLTH-TSHIRT-001,216,Clothing
2023-12-31,CLTH-TSHIRT-001,216,Clothing
2023-01-01,CLTH-JACKET-001,241,Clothing
2023-01-02,CLTH-JACKET-001,146,Clothing
2023-01-03,CLTH-JACKET-001,249,Clothing
2023-01-04,CLTH-JACKET-001,202,Clothing
2023-01-05,CLTH-JACKET-001,206,Clothing
2023-01-06,CLTH-JACKET-001,261,Clothing
2023-01-07,CLTH-JACKET-001,266,Clothing
2023-01-08,CLTH-JACKET-001,258,Clothing
2023-01-09,CLTH-JACKET-001,182,Clothing
2023-01-10,CLTH-JACKET-001,186,Clothing
2023-01-11,CLTH-JACKET-001,217,Clothing
2023-01-12,CLTH-JACKET-001,170,Clothing
2023-01-13,CLTH-JACKET-001,240,Clothing
2023-01-14,CLTH-JACKET-001,256,Clothing
2023-01-15,CLTH-JACKET-001,219,Clothing
2023-01-16,CLTH-JACKET-001,171,Clothing
2023-01-17,CLTH-JACKET-001,147,Clothing
2023-01-18,CLTH-JACKET-001,283,Clothing
2023-01-19,CLTH-JACKET-001,313,Clothing
2023-01-20,CLTH-JACKET-001,363,Clothing
2023-01-21,CLTH-JACKET-001,326,Clothing
2023-01-22,CLTH-JACKET-001,404,Clothing
2023-01-23,CLTH-JACKET-001,228,Clothing
2023-01-24,CLTH-JACKET-001,353,Clothing
2023-01-25,CLTH-JACKET-001,219,Clothing
2023-01-26,CLTH-JACKET-001,185,Clothing
2023-01-27,CLTH-JACKET-001,299,Clothing
2023-01-28,CLTH-JACKET-001,211,Clothing
2023-01-29,CLTH-JACKET-001,257,Clothing
2023-01-30,CLTH-JACKET-001,301,Clothing
2023-01-31,CLTH-JACKET-001,277,Clothing
2023-02-01,CLTH-JACKET-001,373,Clothing
2023-02-02,CLTH-JACKET-001,297,Clothing
2023-02-03,CLTH-JACKET-001,370,Clothing
2023-02-04,CLTH-JACKET-001,267,Clothing
2023-02-05,CLTH-JACKET-001,221,Clothing
2023-02-06,CLTH-JACKET-001,196,Clothing
2023-02-07,CLTH-JACKET-001,276,Clothing
2023-02-08,CLTH-JACKET-001,182,Clothing
2023-02-09,CLTH-JACKET-001,2,Clothing
2023-02-10,CLTH-JACKET-001,266,Clothing
2023-02-11,CLTH-JACKET-001,401,Clothing
2023-02-12,CLTH-JACKET-001,317,Clothing
2023-02-13,CLTH-JACKET-001,153,Clothing
2023-02-14,CLTH-JACKET-001,173,Clothing
2023-02-15,CLTH-JACKET-001,171,Clothing
2023-02-16,CLTH-JACKET-001,199,Clothing
2023-02-17,CLTH-JACKET-001,225,Clothing
2023-02-18,CLTH-JACKET-001,287,Clothing
2023-02-19,CLTH-JACKET-001,270,Clothing
2023-02-20,CLTH-JACKET-001,211,Clothing
2023-02-21,CLTH-JACKET-001,188,Clothing
2023-02-22,CLTH-JACKET-001,199,Clothing
2023-02-23,CLTH-JACKET-001,153,Clothing
2023-02-24,CLTH-JACKET-001,208,Clothing
2023-02-25,CLTH-JACKET-001,294,Clothing
2023-02-26,CLTH-JACKET-001,281,Clothing
2023-02-27,CLTH-JACKET-001,142,Clothing
2023-02-28,CLTH-JACKET-001,187,Clothing
2023-03-01,CLTH-JACKET-001,82,Clothing
2023-03-02,CLTH-JACKET-001,85,Clothing
2023-03-03,CLTH-JACKET-001,83,Clothing
2023-03-04,CLTH-JACKET-001,109,Clothing
2023-03-05,CLTH-JACKET-001,84,Clothing
2023-03-06,CLTH-JACKET-001,69,Clothing
2023-03-07,CLTH-JACKET-001,133,Clothing
2023-03-08,CLTH-JACKET-001,123,Clothing
2023-03-09,CLTH-JACKET-001,115,Clothing
2023-03-10,CLTH-JACKET-001,139,Clothing
2023-03-11,CLTH-JACKET-001,101,Clothing
2023-03-12,CLTH-JACKET-001,85,Clothing
2023-03-13,CLTH-JACKET-001,67,Clothing
2023-03-14,CLTH-JACKET-001,102,Clothing
2023-03-15,CLTH-JACKET-001,89,Clothing
2023-03-16,CLTH-JACKET-001,118,Clothing
2023-03-17,CLTH-JACKET-001,156,Clothing
2023-03-18,CLTH-JACKET-001,146,Clothing
2023-03-19,CLTH-JACKET-001,159,Clothing
