Date,Product_Code,Warehouse,Sales_Quantity,Category,Unit_Price,Unit_Cost,Revenue
2023-02-14,CLTH-TSHIRT-001,CHI-03,291,Clothing,185.84,118.36,54080.25
2023-02-15,CLTH-TSHIRT-001,CHI-03,292,Clothing,195.06,118.36,56958.51
2023-02-16,CLTH-TSHIRT-001,CHI-03,267,Clothing,204.52,118.36,54606.19
2023-02-17,CLTH-TSHIRT-001,CHI-03,276,Clothing,199.53,118.36,55069.12
2023-02-18,CLTH-TSHIRT-001,CHI-03,363,Clothing,197.54,118.36,71708.64
2023-02-19,CLTH-TSHIRT-001,CHI-03,222,Clothing,193.65,118.36,42990.56
2023-02-20,CLTH-TSHIRT-001,CHI-03,138,Clothing,203.07,118.36,28024.12
2023-02-21,CLTH-TSHIRT-001,CHI-03,127,Clothing,194.78,118.36,24736.76
2023-02-22,CLTH-TSHIRT-001,CHI-03,155,Clothing,197.99,118.36,30688.15
2023-02-23,CLTH-TSHIRT-001,CHI-03,190,Clothing,188.24,118.36,35765.34
2023-02-24,CLTH-TSHIRT-001,CHI-03,17,Clothing,203.97,118.36,3467.45
2023-02-25,CLTH-TSHIRT-001,CHI-03,219,Clothing,188.78,118.36,41342.56
2023-02-26,CLTH-TSHIRT-001,CHI-03,196,Clothing,196.53,118.36,38520.66
2023-02-27,CLTH-TSHIRT-001,CHI-03,106,Clothing,193.53,118.36,20514.07
2023-02-28,CLTH-TSHIRT-001,CHI-03,164,Clothing,201.31,118.36,33015.62
2023-03-01,CLTH-TSHIRT-001,CHI-03,156,Clothing,192.64,118.36,30051.17
2023-03-02,CLTH-TSHIRT-001,CHI-03,157,Clothing,200.75,118.36,31518.35
2023-03-03,CLTH-TSHIRT-001,CHI-03,327,Clothing,200.86,118.36,65679.76
2023-03-04,CLTH-TSHIRT-001,CHI-03,284,Clothing,190.92,118.36,54220.25
2023-03-05,CLTH-TSHIRT-001,CHI-03,261,Clothing,190.46,118.36,49710.05
2023-03-06,CLTH-TSHIRT-001,CHI-03,101,Clothing,187.16,118.36,18903.0
2023-03-07,CLTH-TSHIRT-001,CHI-03,166,Clothing,198.29,118.36,32915.5
2023-03-08,CLTH-TSHIRT-001,CHI-03,145,Clothing,196.48,118.36,28489.83
2023-03-09,CLTH-TSHIRT-001,CHI-03,176,Clothing,198.18,118.36,34880.42
2023-03-10,CLTH-TSHIRT-001,CHI-03,171,Clothing,204.19,118.36,34916.05
2023-03-11,CLTH-TSHIRT-001,CHI-03,221,Clothing,202.88,118.36,44835.6
2023-03-12,CLTH-TSHIRT-001,CHI-03,187,Clothing,193.87,118.36,36254.46
2023-03-13,CLTH-TSHIRT-001,CHI-03,185,Clothing,199.05,118.36,36824.76
2023-03-14,CLTH-TSHIRT-001,CHI-03,280,Clothing,196.14,118.36,54919.24
2023-03-15,CLTH-TSHIRT-001,CHI-03,189,Clothing,195.33,118.36,36918.09
2023-03-16,CLTH-TSHIRT-001,CHI-03,211,Clothing,192.85,118.36,40691.22
2023-03-17,CLTH-TSHIRT-001,CHI-03,303,Clothing,187.92,118.36,56940.25
2023-03-18,CLTH-TSHIRT-001,CHI-03,281,Clothing,196.84,118.36,55312.42
2023-03-19,CLTH-TSHIRT-001,CHI-03,106,Clothing,187.02,118.36,19824.3
2023-03-20,CLTH-TSHIRT-001,CHI-03,178,Clothing,200.71,118.36,35726.32
2023-03-21,CLTH-TSHIRT-001,CHI-03,193,Clothing,191.92,118.36,37039.96
2023-03-22,CLTH-TSHIRT-001,CHI-03,187,Clothing,191.21,118.36,35756.51
2023-03-23,CLTH-TSHIRT-001,CHI-03,158,Clothing,199.16,118.36,31466.6
2023-03-24,CLTH-TSHIRT-001,CHI-03,213,Clothing,191.17,118.36,40719.61
2023-03-25,CLTH-TSHIRT-001,CHI-03,194,Clothing,194.44,118.36,37722.3
2023-03-26,CLTH-TSHIRT-001,CHI-03,197,Clothing,190.6,118.36,37547.28
2023-03-27,CLTH-TSHIRT-001,CHI-03,127,Clothing,201.66,118.36,25611.33
2023-03-28,CLTH-TSHIRT-001,CHI-03,321,Clothing,195.65,118.36,62802.76
2023-03-29,CLTH-TSHIRT-001,CHI-03,199,Clothing,199.5,118.36,39699.76
2023-03-30,CLTH-TSHIRT-001,CHI-03,309,Clothing,194.69,118.36,60158.45
2023-03-31,CLTH-TSHIRT-001,CHI-03,302,Clothing,186.99,118.36,56470.24
2023-04-01,CLTH-TSHIRT-001,CHI-03,201,Clothing,197.58,118.36,39714.24
2023-04-02,CLTH-TSHIRT-001,CHI-03,196,Clothing,199.37,118.36,39076.8
2023-04-03,CLTH-TSHIRT-001,CHI-03,164,Clothing,188.82,118.36,30966.93
2023-04-04,CLTH-TSHIRT-001,CHI-03,210,Clothing,189.05,118.36,39700.69
2023-04-05,CLTH-TSHIRT-001,CHI-03,182,Clothing,204.07,118.36,37141.61
2023-04-06,CLTH-TSHIRT-001,CHI-03,151,Clothing,193.75,118.36,29256.15
2023-04-07,CLTH-TSHIRT-001,CHI-03,202,Clothing,203.39,118.36,41084.45
2023-04-08,CLTH-TSHIRT-001,CHI-03,277,Clothing,189.5,118.36,52490.89
2023-04-09,CLTH-TSHIRT-001,CHI-03,230,Clothing,200.51,118.36,46117.11
2023-04-10,CLTH-TSHIRT-001,CHI-03,168,Clothing,189.21,118.36,31787.99
2023-04-11,CLTH-TSHIRT-001,CHI-03,195,Clothing,190.88,118.36,37221.92
2023-04-12,CLTH-TSHIRT-001,CHI-03,192,Clothing,194.71,118.36,37383.65
2023-04-13,CLTH-TSHIRT-001,CHI-03,204,Clothing,202.53,118.36,41316.22
2023-04-14,CLTH-TSHIRT-001,CHI-03,186,Clothing,202.2,118.36,37609.5
2023-04-15,CLTH-TSHIRT-001,CHI-03,173,Clothing,197.07,118.36,34092.53
2023-04-16,CLTH-TSHIRT-001,CHI-03,193,Clothing,193.3,118.36,37307.35
2023-04-17,CLTH-TSHIRT-001,CHI-03,130,Clothing,186.91,118.36,24298.02
2023-04-18,CLTH-TSHIRT-001,CHI-03,146,Clothing,194.12,118.36,28340.94
2023-04-19,CLTH-TSHIRT-001,CHI-03,155,Clothing,192.09,118.36,29773.91
2023-04-20,CLTH-TSHIRT-001,CHI-03,239,Clothing,186.05,118.36,44465.29
2023-04-21,CLTH-TSHIRT-001,CHI-03,204,Clothing,187.25,118.36,38199.91
2023-04-22,CLTH-TSHIRT-001,CHI-03,229,Clothing,185.46,118.36,42470.12
2023-04-23,CLTH-TSHIRT-001,CHI-03,235,Clothing,185.46,118.36,43582.91
2023-04-24,CLTH-TSHIRT-001,CHI-03,160,Clothing,185.91,118.36,29744.96
2023-04-25,CLTH-TSHIRT-001,CHI-03,20,Clothing,194.78,118.36,3895.54
2023-04-26,CLTH-TSHIRT-001,CHI-03,212,Clothing,193.32,118.36,40984.75
2023-04-27,CLTH-TSHIRT-001,CHI-03,183,Clothing,197.98,118.36,36229.5
2023-04-28,CLTH-TSHIRT-001,CHI-03,328,Clothing,200.08,118.36,65627.28
2023-04-29,CLTH-TSHIRT-001,CHI-03,363,Clothing,192.01,118.36,69700.3
2023-04-30,CLTH-TSHIRT-001,CHI-03,262,Clothing,200.97,118.36,52652.98
2023-05-01,CLTH-TSHIRT-001,CHI-03,448,Clothing,195.23,118.36,87461.52
2023-05-02,CLTH-TSHIRT-001,CHI-03,394,Clothing,202.89,118.36,79939.03
2023-05-03,CLTH-TSHIRT-001,CHI-03,792,Clothing,201.98,118.36,159965.81
2023-05-04,CLTH-TSHIRT-001,CHI-03,697,Clothing,194.1,118.36,135288.99
2023-05-05,CLTH-TSHIRT-001,CHI-03,550,Clothing,200.03,118.36,110017.23
2023-05-06,CLTH-TSHIRT-001,CHI-03,726,Clothing,191.9,118.36,139319.4
2023-05-07,CLTH-TSHIRT-001,CHI-03,527,Clothing,197.46,118.36,104061.9
2023-05-08,CLTH-TSHIRT-001,CHI-03,435,Clothing,203.42,118.36,88486.79
2023-05-09,CLTH-TSHIRT-001,CHI-03,434,Clothing,189.49,118.36,82238.54
2023-05-10,CLTH-TSHIRT-001,CHI-03,290,Clothing,202.54,118.36,58737.98
2023-05-11,CLTH-TSHIRT-001,CHI-03,461,Clothing,186.1,118.36,85793.1
2023-05-12,CLTH-TSHIRT-001,CHI-03,461,Clothing,197.72,118.36,91147.71
2023-05-13,CLTH-TSHIRT-001,CHI-03,424,Clothing,193.28,118.36,81950.11
2023-05-14,CLTH-TSHIRT-001,CHI-03,600,Clothing,186.92,118.36,112153.91
2023-05-15,CLTH-TSHIRT-001,CHI-03,376,Clothing,198.7,118.36,74711.71
2023-05-16,CLTH-TSHIRT-001,CHI-03,417,Clothing,191.51,118.36,79858.79
2023-05-17,CLTH-TSHIRT-001,CHI-03,410,Clothing,189.26,118.36,77598.62
2023-05-18,CLTH-TSHIRT-001,CHI-03,337,Clothing,194.72,118.36,65621.59
2023-05-19,CLTH-TSHIRT-001,CHI-03,403,Clothing,202.54,118.36,81624.8
2023-05-20,CLTH-TSHIRT-001,CHI-03,650,Clothing,204.27,118.36,132778.52
2023-05-21,CLTH-TSHIRT-001,CHI-03,446,Clothing,189.12,118.36,84346.38
2023-05-22,CLTH-TSHIRT-001,CHI-03,372,Clothing,199.29,118.36,74134.36
2023-05-23,CLTH-TSHIRT-001,CHI-03,302,Clothing,194.17,118.36,58639.93
2023-05-24,CLTH-TSHIRT-001,CHI-03,350,Clothing,196.27,118.36,68695.73
2023-05-25,CLTH-TSHIRT-001,CHI-03,476,Clothing,201.19,118.36,95767.58
2023-05-26,CLTH-TSHIRT-001,CHI-03,795,Clothing,188.33,118.36,149722.25
2023-05-27,CLTH-TSHIRT-001,CHI-03,1033,Clothing,202.03,118.36,208695.84
2023-05-28,CLTH-TSHIRT-001,CHI-03,865,Clothing,203.67,118.36,176175.4
2023-05-29,CLTH-TSHIRT-001,CHI-03,537,Clothing,190.65,118.36,102380.28
2023-05-30,CLTH-TSHIRT-001,CHI-03,467,Clothing,201.47,118.36,94088.68
2023-05-31,CLTH-TSHIRT-001,CHI-03,415,Clothing,192.56,118.36,79911.47
2023-06-01,CLTH-TSHIRT-001,CHI-03,571,Clothing,188.71,118.36,107753.72
2023-06-02,CLTH-TSHIRT-001,CHI-03,883,Clothing,192.76,118.36,170207.77
2023-06-03,CLTH-TSHIRT-001,CHI-03,839,Clothing,195.11,118.36,163694.0
2023-06-04,CLTH-TSHIRT-001,CHI-03,742,Clothing,196.96,118.36,146147.73
2023-06-05,CLTH-TSHIRT-001,CHI-03,451,Clothing,191.24,118.36,86250.16
2023-06-06,CLTH-TSHIRT-001,CHI-03,474,Clothing,186.79,118.36,88539.67
2023-06-07,CLTH-TSHIRT-001,CHI-03,538,Clothing,199.61,118.36,107390.59
2023-06-08,CLTH-TSHIRT-001,CHI-03,293,Clothing,191.84,118.36,56208.88
2023-06-09,CLTH-TSHIRT-001,CHI-03,537,Clothing,198.08,118.36,106369.52
2023-06-10,CLTH-TSHIRT-001,CHI-03,503,Clothing,199.86,118.36,100529.56
2023-06-11,CLTH-TSHIRT-001,CHI-03,607,Clothing,189.08,118.36,114773.14
2023-06-12,CLTH-TSHIRT-001,CHI-03,457,Clothing,194.65,118.36,88953.23
2023-06-13,CLTH-TSHIRT-001,CHI-03,438,Clothing,201.8,118.36,88388.41
2023-06-14,CLTH-TSHIRT-001,CHI-03,537,Clothing,185.57,118.36,99653.16
2023-06-15,CLTH-TSHIRT-001,CHI-03,553,Clothing,191.4,118.36,105842.09
2023-06-16,CLTH-TSHIRT-001,CHI-03,507,Clothing,196.8,118.36,99777.79
2023-06-17,CLTH-TSHIRT-001,CHI-03,748,Clothing,199.34,118.36,149105.47
2023-06-18,CLTH-TSHIRT-001,CHI-03,478,Clothing,191.11,118.36,91350.58
2023-06-19,CLTH-TSHIRT-001,CHI-03,359,Clothing,197.74,118.36,70989.92
2023-06-20,CLTH-TSHIRT-001,CHI-03,493,Clothing,189.95,118.36,93646.91
2023-06-21,CLTH-TSHIRT-001,CHI-03,413,Clothing,196.92,118.36,81327.76
2023-06-22,CLTH-TSHIRT-001,CHI-03,442,Clothing,200.83,118.36,88764.82
2023-06-23,CLTH-TSHIRT-001,CHI-03,608,Clothing,200.63,118.36,121984.31
2023-06-24,CLTH-TSHIRT-001,CHI-03,547,Clothing,196.63,118.36,107555.22
2023-06-25,CLTH-TSHIRT-001,CHI-03,358,Clothing,196.06,118.36,70188.78
2023-06-26,CLTH-TSHIRT-001,CHI-03,391,Clothing,197.91,118.36,77384.38
2023-06-27,CLTH-TSHIRT-001,CHI-03,391,Clothing,191.21,118.36,74762.8
2023-06-28,CLTH-TSHIRT-001,CHI-03,493,Clothing,198.28,118.36,97751.9
2023-06-29,CLTH-TSHIRT-001,CHI-03,482,Clothing,203.98,118.36,98318.79
2023-06-30,CLTH-TSHIRT-001,CHI-03,613,Clothing,199.86,118.36,122515.33
2023-07-01,CLTH-TSHIRT-001,CHI-03,620,Clothing,197.76,118.36,122608.74
2023-07-02,CLTH-TSHIRT-001,CHI-03,559,Clothing,188.49,118.36,105364.01
2023-07-03,CLTH-TSHIRT-001,CHI-03,334,Clothing,190.18,118.36,63519.87
2023-07-04,CLTH-TSHIRT-001,CHI-03,489,Clothing,189.01,118.36,92424.26
2023-07-05,CLTH-TSHIRT-001,CHI-03,566,Clothing,190.48,118.36,107809.62
2023-07-06,CLTH-TSHIRT-001,CHI-03,391,Clothing,203.88,118.36,79715.83
2023-07-07,CLTH-TSHIRT-001,CHI-03,638,Clothing,203.53,118.36,129849.7
2023-07-08,CLTH-TSHIRT-001,CHI-03,501,Clothing,199.02,118.36,99709.42
2023-07-09,CLTH-TSHIRT-001,CHI-03,419,Clothing,187.81,118.36,78692.63
2023-07-10,CLTH-TSHIRT-001,CHI-03,388,Clothing,194.67,118.36,75531.44
2023-07-11,CLTH-TSHIRT-001,CHI-03,484,Clothing,203.4,118.36,98444.42
2023-07-12,CLTH-TSHIRT-001,CHI-03,496,Clothing,186.51,118.36,92510.11
2023-07-13,CLTH-TSHIRT-001,CHI-03,374,Clothing,191.97,118.36,71797.65
2023-07-14,CLTH-TSHIRT-001,CHI-03,535,Clothing,201.69,118.36,107905.46
2023-07-15,CLTH-TSHIRT-001,CHI-03,490,Clothing,189.51,118.36,92861.55
2023-07-16,CLTH-TSHIRT-001,CHI-03,373,Clothing,197.45,118.36,73650.5
2023-07-17,CLTH-TSHIRT-001,CHI-03,319,Clothing,195.35,118.36,62315.44
2023-07-18,CLTH-TSHIRT-001,CHI-03,8,Clothing,185.17,118.36,1481.36
2023-07-19,CLTH-TSHIRT-001,CHI-03,471,Clothing,193.72,118.36,91244.28
2023-07-20,CLTH-TSHIRT-001,CHI-03,512,Clothing,191.31,118.36,97948.19
2023-07-21,CLTH-TSHIRT-001,CHI-03,391,Clothing,187.2,118.36,73195.54
2023-07-22,CLTH-TSHIRT-001,CHI-03,575,Clothing,195.61,118.36,112477.46
2023-07-23,CLTH-TSHIRT-001,CHI-03,396,Clothing,191.87,118.36,75981.14
2023-07-24,CLTH-TSHIRT-001,CHI-03,610,Clothing,197.65,118.36,120567.77
2023-07-25,CLTH-TSHIRT-001,CHI-03,594,Clothing,187.37,118.36,111298.89
2023-07-26,CLTH-TSHIRT-001,CHI-03,552,Clothing,185.66,118.36,102482.26
2023-07-27,CLTH-TSHIRT-001,CHI-03,734,Clothing,188.79,118.36,138573.37
2023-07-28,CLTH-TSHIRT-001,CHI-03,688,Clothing,197.78,118.36,136074.66
2023-07-29,CLTH-TSHIRT-001,CHI-03,781,Clothing,193.53,118.36,151144.69
2023-07-30,CLTH-TSHIRT-001,CHI-03,481,Clothing,187.61,118.36,90238.25
2023-07-31,CLTH-TSHIRT-001,CHI-03,636,Clothing,185.43,118.36,117933.96
2023-08-01,CLTH-TSHIRT-001,CHI-03,196,Clothing,191.98,118.36,37628.03
2023-08-02,CLTH-TSHIRT-001,CHI-03,175,Clothing,187.12,118.36,32745.17
2023-08-03,CLTH-TSHIRT-001,CHI-03,134,Clothing,190.47,118.36,25523.49
2023-08-04,CLTH-TSHIRT-001,CHI-03,237,Clothing,199.51,118.36,47284.47
2023-08-05,CLTH-TSHIRT-001,CHI-03,196,Clothing,193.13,118.36,37853.77
2023-08-06,CLTH-TSHIRT-001,CHI-03,179,Clothing,203.59,118.36,36443.07
2023-08-07,CLTH-TSHIRT-001,CHI-03,200,Clothing,186.57,118.36,37313.02
2023-08-08,CLTH-TSHIRT-001,CHI-03,156,Clothing,193.01,118.36,30110.07
2023-08-09,CLTH-TSHIRT-001,CHI-03,291,Clothing,192.9,118.36,56134.21
2023-08-10,CLTH-TSHIRT-001,CHI-03,284,Clothing,194.01,118.36,55097.57
2023-08-11,CLTH-TSHIRT-001,CHI-03,319,Clothing,192.39,118.36,61373.96
2023-08-12,CLTH-TSHIRT-001,CHI-03,342,Clothing,185.25,118.36,63354.77
2023-08-13,CLTH-TSHIRT-001,CHI-03,203,Clothing,186.86,118.36,37932.32
2023-08-14,CLTH-TSHIRT-001,CHI-03,154,Clothing,191.55,118.36,29498.18
2023-08-15,CLTH-TSHIRT-001,CHI-03,173,Clothing,199.02,118.36,34429.94
2023-08-16,CLTH-TSHIRT-001,CHI-03,214,Clothing,189.63,118.36,40581.17
2023-08-17,CLTH-TSHIRT-001,CHI-03,210,Clothing,204.44,118.36,42932.56
2023-08-18,CLTH-TSHIRT-001,CHI-03,348,Clothing,200.04,118.36,69612.6
2023-08-19,CLTH-TSHIRT-001,CHI-03,368,Clothing,185.08,118.36,68109.97
2023-08-20,CLTH-TSHIRT-001,CHI-03,319,Clothing,188.67,118.36,60186.62
2023-08-21,CLTH-TSHIRT-001,CHI-03,260,Clothing,197.8,118.36,51428.71
2023-08-22,CLTH-TSHIRT-001,CHI-03,258,Clothing,191.73,118.36,49465.62
2023-08-23,CLTH-TSHIRT-001,CHI-03,188,Clothing,192.43,118.36,36177.75
2023-08-24,CLTH-TSHIRT-001,CHI-03,259,Clothing,190.99,118.36,49465.29
2023-08-25,CLTH-TSHIRT-001,CHI-03,171,Clothing,192.27,118.36,32878.55
2023-08-26,CLTH-TSHIRT-001,CHI-03,194,Clothing,201.51,118.36,39092.19
2023-08-27,CLTH-TSHIRT-001,CHI-03,156,Clothing,201.54,118.36,31440.53
2023-08-28,CLTH-TSHIRT-001,CHI-03,138,Clothing,201.38,118.36,27790.34
2023-08-29,CLTH-TSHIRT-001,CHI-03,159,Clothing,192.75,118.36,30647.69
2023-08-30,CLTH-TSHIRT-001,CHI-03,112,Clothing,199.59,118.36,22354.64
2023-08-31,CLTH-TSHIRT-001,CHI-03,290,Clothing,202.25,118.36,58652.85
2023-09-01,CLTH-TSHIRT-001,CHI-03,402,Clothing,199.19,118.36,80073.26
2023-09-02,CLTH-TSHIRT-001,CHI-03,358,Clothing,196.52,118.36,70352.42
2023-09-03,CLTH-TSHIRT-001,CHI-03,280,Clothing,194.35,118.36,54416.93
2023-09-04,CLTH-TSHIRT-001,CHI-03,221,Clothing,204.04,118.36,45092.49
2023-09-05,CLTH-TSHIRT-001,CHI-03,246,Clothing,186.69,118.36,45925.77
2023-09-06,CLTH-TSHIRT-001,CHI-03,177,Clothing,186.2,118.36,32958.19
2023-09-07,CLTH-TSHIRT-001,CHI-03,174,Clothing,185.11,118.36,32209.95
2023-09-08,CLTH-TSHIRT-001,CHI-03,176,Clothing,195.18,118.36,34352.51
2023-09-09,CLTH-TSHIRT-001,CHI-03,274,Clothing,197.03,118.36,53985.84
2023-09-10,CLTH-TSHIRT-001,CHI-03,149,Clothing,200.5,118.36,29873.82
2023-09-11,CLTH-TSHIRT-001,CHI-03,164,Clothing,200.68,118.36,32911.56
2023-09-12,CLTH-TSHIRT-001,CHI-03,172,Clothing,188.02,118.36,32339.55
2023-09-13,CLTH-TSHIRT-001,CHI-03,225,Clothing,189.81,118.36,42706.88
2023-09-14,CLTH-TSHIRT-001,CHI-03,184,Clothing,196.98,118.36,36244.84
2023-09-15,CLTH-TSHIRT-001,CHI-03,285,Clothing,190.85,118.36,54391.31
2023-09-16,CLTH-TSHIRT-001,CHI-03,316,Clothing,202.06,118.36,63850.1
2023-09-17,CLTH-TSHIRT-001,CHI-03,290,Clothing,199.88,118.36,57965.62
2023-09-18,CLTH-TSHIRT-001,CHI-03,185,Clothing,188.68,118.36,34906.09
2023-09-19,CLTH-TSHIRT-001,CHI-03,155,Clothing,191.11,118.36,29622.47
2023-09-20,CLTH-TSHIRT-001,CHI-03,128,Clothing,194.51,118.36,24897.81
2023-09-21,CLTH-TSHIRT-001,CHI-03,150,Clothing,185.52,118.36,27827.72
2023-09-22,CLTH-TSHIRT-001,CHI-03,204,Clothing,193.21,118.36,39414.36
2023-09-23,CLTH-TSHIRT-001,CHI-03,228,Clothing,186.96,118.36,42627.92
2023-09-24,CLTH-TSHIRT-001,CHI-03,135,Clothing,192.37,118.36,25970.07
2023-09-25,CLTH-TSHIRT-001,CHI-03,145,Clothing,201.29,118.36,29187.14
2023-09-26,CLTH-TSHIRT-001,CHI-03,190,Clothing,189.35,118.36,35977.12
2023-09-27,CLTH-TSHIRT-001,CHI-03,170,Clothing,201.38,118.36,34233.84
2023-09-28,CLTH-TSHIRT-001,CHI-03,158,Clothing,194.08,118.36,30664.37
2023-09-29,CLTH-TSHIRT-001,CHI-03,283,Clothing,201.35,118.36,56983.25
2023-09-30,CLTH-TSHIRT-001,CHI-03,301,Clothing,200.46,118.36,60338.84
2023-10-01,CLTH-TSHIRT-001,CHI-03,261,Clothing,191.33,118.36,49938.16
2023-10-02,CLTH-TSHIRT-001,CHI-03,229,Clothing,200.18,118.36,45840.99
2023-10-03,CLTH-TSHIRT-001,CHI-03,353,Clothing,202.08,118.36,71335.13
2023-10-04,CLTH-TSHIRT-001,CHI-03,233,Clothing,188.27,118.36,43867.93
2023-10-05,CLTH-TSHIRT-001,CHI-03,250,Clothing,196.68,118.36,49169.99
2023-10-06,CLTH-TSHIRT-001,CHI-03,200,Clothing,203.59,118.36,40717.25
2023-10-07,CLTH-TSHIRT-001,CHI-03,196,Clothing,198.88,118.36,38980.46
2023-10-08,CLTH-TSHIRT-001,CHI-03,224,Clothing,186.43,118.36,41760.6
2023-10-09,CLTH-TSHIRT-001,CHI-03,96,Clothing,202.42,118.36,19432.12
2023-10-10,CLTH-TSHIRT-001,CHI-03,161,Clothing,193.2,118.36,31105.49
2023-10-11,CLTH-TSHIRT-001,CHI-03,196,Clothing,196.34,118.36,38481.96
2023-10-12,CLTH-TSHIRT-001,CHI-03,167,Clothing,186.28,118.36,31108.35
2023-10-13,CLTH-TSHIRT-001,CHI-03,176,Clothing,196.27,118.36,34543.99
2023-10-14,CLTH-TSHIRT-001,CHI-03,233,Clothing,197.71,118.36,46066.69
2023-10-15,CLTH-TSHIRT-001,CHI-03,219,Clothing,187.23,118.36,41003.92
2023-10-16,CLTH-TSHIRT-001,CHI-03,230,Clothing,201.96,118.36,46451.69
2023-10-17,CLTH-TSHIRT-001,CHI-03,231,Clothing,194.39,118.36,44904.75
2023-10-18,CLTH-TSHIRT-001,CHI-03,280,Clothing,201.79,118.36,56500.58
2023-10-19,CLTH-TSHIRT-001,CHI-03,247,Clothing,186.05,118.36,45953.15
2023-10-20,CLTH-TSHIRT-001,CHI-03,336,Clothing,192.82,118.36,64786.32
2023-10-21,CLTH-TSHIRT-001,CHI-03,401,Clothing,192.8,118.36,77313.36
2023-10-22,CLTH-TSHIRT-001,CHI-03,176,Clothing,186.13,118.36,32758.01
2023-10-23,CLTH-TSHIRT-001,CHI-03,151,Clothing,193.51,118.36,29219.37
2023-10-24,CLTH-TSHIRT-001,CHI-03,129,Clothing,202.01,118.36,26059.39
2023-10-25,CLTH-TSHIRT-001,CHI-03,239,Clothing,186.19,118.36,44498.31
2023-10-26,CLTH-TSHIRT-001,CHI-03,163,Clothing,196.29,118.36,31994.6
2023-10-27,CLTH-TSHIRT-001,CHI-03,224,Clothing,190.31,118.36,42628.48
2023-10-28,CLTH-TSHIRT-001,CHI-03,218,Clothing,187.39,118.36,40851.48
2023-10-29,CLTH-TSHIRT-001,CHI-03,169,Clothing,197.86,118.36,33438.12
2023-10-30,CLTH-TSHIRT-001,CHI-03,128,Clothing,196.25,118.36,25119.46
2023-10-31,CLTH-TSHIRT-001,CHI-03,217,Clothing,201.71,118.36,43772.1
2023-11-01,CLTH-TSHIRT-001,CHI-03,200,Clothing,194.2,118.36,38840.69
2023-11-02,CLTH-TSHIRT-001,CHI-03,226,Clothing,196.92,118.36,44504.14
2023-11-03,CLTH-TSHIRT-001,CHI-03,203,Clothing,198.21,118.36,40235.76
2023-11-04,CLTH-TSHIRT-001,CHI-03,228,Clothing,187.09,118.36,42655.6
2023-11-05,CLTH-TSHIRT-001,CHI-03,185,Clothing,196.27,118.36,36309.56
2023-11-06,CLTH-TSHIRT-001,CHI-03,8,Clothing,190.62,118.36,1524.92
2023-11-07,CLTH-TSHIRT-001,CHI-03,222,Clothing,193.69,118.36,43000.22
2023-11-08,CLTH-TSHIRT-001,CHI-03,266,Clothing,196.12,118.36,52168.18
2023-11-09,CLTH-TSHIRT-001,CHI-03,232,Clothing,197.18,118.36,45745.08
2023-11-10,CLTH-TSHIRT-001,CHI-03,322,Clothing,198.17,118.36,63811.99
2023-11-11,CLTH-TSHIRT-001,CHI-03,337,Clothing,195.77,118.36,65973.22
2023-11-12,CLTH-TSHIRT-001,CHI-03,201,Clothing,190.34,118.36,38259.09
2023-11-13,CLTH-TSHIRT-001,CHI-03,186,Clothing,193.25,118.36,35943.98
2023-11-14,CLTH-TSHIRT-001,CHI-03,174,Clothing,186.41,118.36,32435.4
2023-11-15,CLTH-TSHIRT-001,CHI-03,195,Clothing,187.96,118.36,36651.98
2023-11-16,CLTH-TSHIRT-001,CHI-03,229,Clothing,196.85,118.36,45078.41
2023-11-17,CLTH-TSHIRT-001,CHI-03,241,Clothing,203.18,118.36,48966.72
2023-11-18,CLTH-TSHIRT-001,CHI-03,385,Clothing,189.33,118.36,72891.17
2023-11-19,CLTH-TSHIRT-001,CHI-03,276,Clothing,195.06,118.36,53835.83
2023-11-20,CLTH-TSHIRT-001,CHI-03,0,Clothing,199.69,118.36,0.0
2023-11-21,CLTH-TSHIRT-001,CHI-03,211,Clothing,195.6,118.36,41271.95
2023-11-22,CLTH-TSHIRT-001,CHI-03,188,Clothing,191.12,118.36,35930.47
2023-11-23,CLTH-TSHIRT-001,CHI-03,182,Clothing,194.2,118.36,35344.36
2023-11-24,CLTH-TSHIRT-001,CHI-03,202,Clothing,201.61,118.36,40725.31
2023-11-25,CLTH-TSHIRT-001,CHI-03,253,Clothing,195.56,118.36,49477.87
2023-11-26,CLTH-TSHIRT-001,CHI-03,158,Clothing,202.72,118.36,32029.3
2023-11-27,CLTH-TSHIRT-001,CHI-03,185,Clothing,188.04,118.36,34788.29
2023-11-28,CLTH-TSHIRT-001,CHI-03,199,Clothing,200.21,118.36,39842.03
2023-11-29,CLTH-TSHIRT-001,CHI-03,173,Clothing,193.93,118.36,33549.98
2023-11-30,CLTH-TSHIRT-001,CHI-03,171,Clothing,197.17,118.36,33716.59
2023-12-01,CLTH-TSHIRT-001,CHI-03,216,Clothing,204.27,118.36,44123.04
2023-12-02,CLTH-TSHIRT-001,CHI-03,269,Clothing,199.49,118.36,53663.6
2023-12-03,CLTH-TSHIRT-001,CHI-03,196,Clothing,195.54,118.36,38325.84
2023-12-04,CLTH-TSHIRT-001,CHI-03,152,Clothing,193.45,118.36,29405.0
2023-12-05,CLTH-TSHIRT-001,CHI-03,176,Clothing,188.51,118.36,33177.61
2023-12-06,CLTH-TSHIRT-001,CHI-03,222,Clothing,204.28,118.36,45349.99
