Date,SKU,Quantity
10 Apr 2023,PROD-003,249
11 Apr 2023,PROD-003,261
12 Apr 2023,PROD-003,274
13 Apr 2023,PROD-003,272
14 Apr 2023,PROD-003,321
15 Apr 2023,PROD-003,376
16 Apr 2023,PROD-003,340
17 Apr 2023,PROD-003,297
18 Apr 2023,PROD-003,272
19 Apr 2023,PROD-003,332
20 Apr 2023,PROD-003,296
21 Apr 2023,PROD-003,346
22 Apr 2023,PROD-003,403
23 Apr 2023,PROD-003,295
24 Apr 2023,PROD-003,267
25 Apr 2023,PROD-003,307
26 Apr 2023,PROD-003,317
27 Apr 2023,PROD-003,311
28 Apr 2023,PROD-003,433
29 Apr 2023,PROD-003,354
30 Apr 2023,PROD-003,315
01 May 2023,PROD-003,96
02 May 2023,PROD-003,114
03 May 2023,PROD-003,113
04 May 2023,PROD-003,135
05 May 2023,PROD-003,159
06 May 2023,PROD-003,142
07 May 2023,PROD-003,122
08 May 2023,PROD-003,107
09 May 2023,PROD-003,114
10 May 2023,PROD-003,128
11 May 2023,PROD-003,123
12 May 2023,PROD-003,118
13 May 2023,PROD-003,175
14 May 2023,PROD-003,157
15 May 2023,PROD-003,96
16 May 2023,PROD-003,116
17 May 2023,PROD-003,124
18 May 2023,PROD-003,125
19 May 2023,PROD-003,148
20 May 2023,PROD-003,182
21 May 2023,PROD-003,131
22 May 2023,PROD-003,94
23 May 2023,PROD-003,104
24 May 2023,PROD-003,112
25 May 2023,PROD-003,121
26 May 2023,PROD-003,164
27 May 2023,PROD-003,143
28 May 2023,PROD-003,136
29 May 2023,PROD-003,103
30 May 2023,PROD-003,135
31 May 2023,PROD-003,152
01 Jun 2023,PROD-003,115
02 Jun 2023,PROD-003,132
03 Jun 2023,PROD-003,167
04 Jun 2023,PROD-003,142
05 Jun 2023,PROD-003,122
06 Jun 2023,PROD-003,128
07 Jun 2023,PROD-003,117
08 Jun 2023,PROD-003,128
09 Jun 2023,PROD-003,155
10 Jun 2023,PROD-003,164
11 Jun 2023,PROD-003,140
12 Jun 2023,PROD-003,114
13 Jun 2023,PROD-003,135
14 Jun 2023,PROD-003,138
15 Jun 2023,PROD-003,129
16 Jun 2023,PROD-003,137
17 Jun 2023,PROD-003,154
18 Jun 2023,PROD-003,149
19 Jun 2023,PROD-003,94
20 Jun 2023,PROD-003,126
21 Jun 2023,PROD-003,116
22 Jun 2023,PROD-003,122
23 Jun 2023,PROD-003,157
24 Jun 2023,PROD-003,155
25 Jun 2023,PROD-003,134
26 Jun 2023,PROD-003,89
27 Jun 2023,PROD-003,130
28 Jun 2023,PROD-003,129
29 Jun 2023,PROD-003,148
30 Jun 2023,PROD-003,135
01 Jul 2023,PROD-003,186
02 Jul 2023,PROD-003,164
03 Jul 2023,PROD-003,143
04 Jul 2023,PROD-003,193
05 Jul 2023,PROD-003,186
06 Jul 2023,PROD-003,177
07 Jul 2023,PROD-003,179
08 Jul 2023,PROD-003,166
09 Jul 2023,PROD-003,140
10 Jul 2023,PROD-003,104
11 Jul 2023,PROD-003,109
12 Jul 2023,PROD-003,123
13 Jul 2023,PROD-003,113
14 Jul 2023,PROD-003,156
15 Jul 2023,PROD-003,129
16 Jul 2023,PROD-003,126
17 Jul 2023,PROD-003,107
18 Jul 2023,PROD-003,141
19 Jul 2023,PROD-003,121
20 Jul 2023,PROD-003,115
21 Jul 2023,PROD-003,166
22 Jul 2023,PROD-003,130
23 Jul 2023,PROD-003,104
24 Jul 2023,PROD-003,108
25 Jul 2023,PROD-003,115
26 Jul 2023,PROD-003,109
27 Jul 2023,PROD-003,130
28 Jul 2023,PROD-003,143
29 Jul 2023,PROD-003,143
30 Jul 2023,PROD-003,117
31 Jul 2023,PROD-003,112
01 Aug 2023,PROD-003,325
02 Aug 2023,PROD-003,302
03 Aug 2023,PROD-003,361
04 Aug 2023,PROD-003,313
05 Aug 2023,PROD-003,323
06 Aug 2023,PROD-003,312
07 Aug 2023,PROD-003,258
08 Aug 2023,PROD-003,312
09 Aug 2023,PROD-003,298
10 Aug 2023,PROD-003,316
11 Aug 2023,PROD-003,307
12 Aug 2023,PROD-003,524
13 Aug 2023,PROD-003,399
14 Aug 2023,PROD-003,346
15 Aug 2023,PROD-003,568
16 Aug 2023,PROD-003,554
17 Aug 2023,PROD-003,539
18 Aug 2023,PROD-003,590
19 Aug 2023,PROD-003,627
20 Aug 2023,PROD-003,563
21 Aug 2023,PROD-003,374
22 Aug 2023,PROD-003,441
23 Aug 2023,PROD-003,389
24 Aug 2023,PROD-003,427
25 Aug 2023,PROD-003,379
26 Aug 2023,PROD-003,492
27 Aug 2023,PROD-003,344
28 Aug 2023,PROD-003,214
29 Aug 2023,PROD-003,309
30 Aug 2023,PROD-003,285
31 Aug 2023,PROD-003,331
01 Sep 2023,PROD-003,328
02 Sep 2023,PROD-003,365
03 Sep 2023,PROD-003,273
04 Sep 2023,PROD-003,248
05 Sep 2023,PROD-003,231
06 Sep 2023,PROD-003,257
07 Sep 2023,PROD-003,329
08 Sep 2023,PROD-003,379
09 Sep 2023,PROD-003,398
10 Sep 2023,PROD-003,304
11 Sep 2023,PROD-003,259
12 Sep 2023,PROD-003,306
13 Sep 2023,PROD-003,270
14 Sep 2023,PROD-003,352
15 Sep 2023,PROD-003,383
16 Sep 2023,PROD-003,374
17 Sep 2023,PROD-003,337
18 Sep 2023,PROD-003,265
19 Sep 2023,PROD-003,243
20 Sep 2023,PROD-003,298
21 Sep 2023,PROD-003,285
22 Sep 2023,PROD-003,317
23 Sep 2023,PROD-003,372
24 Sep 2023,PROD-003,397
25 Sep 2023,PROD-003,277
26 Sep 2023,PROD-003,289
27 Sep 2023,PROD-003,324
28 Sep 2023,PROD-003,349
29 Sep 2023,PROD-003,385
30 Sep 2023,PROD-003,385
01 Oct 2023,PROD-003,126
02 Oct 2023,PROD-003,111
03 Oct 2023,PROD-003,127
04 Oct 2023,PROD-003,133
05 Oct 2023,PROD-003,130
06 Oct 2023,PROD-003,155
07 Oct 2023,PROD-003,145
08 Oct 2023,PROD-003,152
09 Oct 2023,PROD-003,106
10 Oct 2023,PROD-003,148
11 Oct 2023,PROD-003,114
12 Oct 2023,PROD-003,144
13 Oct 2023,PROD-003,144
14 Oct 2023,PROD-003,143
15 Oct 2023,PROD-003,128
16 Oct 2023,PROD-003,101
17 Oct 2023,PROD-003,128
18 Oct 2023,PROD-003,129
19 Oct 2023,PROD-003,115
20 Oct 2023,PROD-003,140
21 Oct 2023,PROD-003,186
22 Oct 2023,PROD-003,158
23 Oct 2023,PROD-003,109
24 Oct 2023,PROD-003,123
25 Oct 2023,PROD-003,124
26 Oct 2023,PROD-003,130
27 Oct 2023,PROD-003,126
28 Oct 2023,PROD-003,149
29 Oct 2023,PROD-003,112
30 Oct 2023,PROD-003,108
31 Oct 2023,PROD-003,130
01 Nov 2023,PROD-003,117
02 Nov 2023,PROD-003,142
03 Nov 2023,PROD-003,124
04 Nov 2023,PROD-003,131
05 Nov 2023,PROD-003,138
06 Nov 2023,PROD-003,115
07 Nov 2023,PROD-003,143
08 Nov 2023,PROD-003,117
09 Nov 2023,PROD-003,136
10 Nov 2023,PROD-003,140
11 Nov 2023,PROD-003,151
12 Nov 2023,PROD-003,147
13 Nov 2023,PROD-003,111
14 Nov 2023,PROD-003,103
15 Nov 2023,PROD-003,141
16 Nov 2023,PROD-003,140
17 Nov 2023,PROD-003,132
18 Nov 2023,PROD-003,160
19 Nov 2023,PROD-003,142
20 Nov 2023,PROD-003,107
21 Nov 2023,PROD-003,116
22 Nov 2023,PROD-003,137
23 Nov 2023,PROD-003,147
24 Nov 2023,PROD-003,189
25 Nov 2023,PROD-003,584
26 Nov 2023,PROD-003,411
27 Nov 2023,PROD-003,304
28 Nov 2023,PROD-003,413
29 Nov 2023,PROD-003,137
30 Nov 2023,PROD-003,101
01 Dec 2023,PROD-003,136
02 Dec 2023,PROD-003,136
03 Dec 2023,PROD-003,118
04 Dec 2023,PROD-003,116
05 Dec 2023,PROD-003,117
06 Dec 2023,PROD-003,127
07 Dec 2023,PROD-003,122
08 Dec 2023,PROD-003,148
09 Dec 2023,PROD-003,155
10 Dec 2023,PROD-003,118
11 Dec 2023,PROD-003,115
12 Dec 2023,PROD-003,117
13 Dec 2023,PROD-003,104
14 Dec 2023,PROD-003,118
15 Dec 2023,PROD-003,163
16 Dec 2023,PROD-003,167
17 Dec 2023,PROD-003,157
18 Dec 2023,PROD-003,121
19 Dec 2023,PROD-003,143
20 Dec 2023,PROD-003,298
21 Dec 2023,PROD-003,230
22 Dec 2023,PROD-003,237
23 Dec 2023,PROD-003,238
24 Dec 2023,PROD-003,166
25 Dec 2023,PROD-003,102
26 Dec 2023,PROD-003,121
27 Dec 2023,PROD-003,122
28 Dec 2023,PROD-003,123
29 Dec 2023,PROD-003,152
30 Dec 2023,PROD-003,155
31 Dec 2023,PROD-003,145
01 Jan 2023,PROD-004,174
02 Jan 2023,PROD-004,137
03 Jan 2023,PROD-004,128
04 Jan 2023,PROD-004,174
05 Jan 2023,PROD-004,165
06 Jan 2023,PROD-004,202
07 Jan 2023,PROD-004,142
08 Jan 2023,PROD-004,212
09 Jan 2023,PROD-004,134
10 Jan 2023,PROD-004,177
11 Jan 2023,PROD-004,143
12 Jan 2023,PROD-004,169
13 Jan 2023,PROD-004,164
14 Jan 2023,PROD-004,187
15 Jan 2023,PROD-004,209
16 Jan 2023,PROD-004,133
17 Jan 2023,PROD-004,163
18 Jan 2023,PROD-004,173
19 Jan 2023,PROD-004,167
20 Jan 2023,PROD-004,186
21 Jan 2023,PROD-004,207
22 Jan 2023,PROD-004,218
23 Jan 2023,PROD-004,135
24 Jan 2023,PROD-004,163
25 Jan 2023,PROD-004,176
26 Jan 2023,PROD-004,177
27 Jan 2023,PROD-004,205
28 Jan 2023,PROD-004,212
29 Jan 2023,PROD-004,155
30 Jan 2023,PROD-004,158
31 Jan 2023,PROD-004,141
01 Feb 2023,PROD-004,164
02 Feb 2023,PROD-004,147
03 Feb 2023,PROD-004,182
04 Feb 2023,PROD-004,206
05 Feb 2023,PROD-004,181
06 Feb 2023,PROD-004,141
07 Feb 2023,PROD-004,222
08 Feb 2023,PROD-004,200
09 Feb 2023,PROD-004,187
10 Feb 2023,PROD-004,302
11 Feb 2023,PROD-004,302
12 Feb 2023,PROD-004,185
13 Feb 2023,PROD-004,151
14 Feb 2023,PROD-004,154
15 Feb 2023,PROD-004,155
16 Feb 2023,PROD-004,182
17 Feb 2023,PROD-004,181
18 Feb 2023,PROD-004,202
19 Feb 2023,PROD-004,172
20 Feb 2023,PROD-004,136
21 Feb 2023,PROD-004,142
22 Feb 2023,PROD-004,136
23 Feb 2023,PROD-004,185
24 Feb 2023,PROD-004,168
25 Feb 2023,PROD-004,180
26 Feb 2023,PROD-004,138
27 Feb 2023,PROD-004,127
28 Feb 2023,PROD-004,138
01 Mar 2023,PROD-004,74
02 Mar 2023,PROD-004,70
03 Mar 2023,PROD-004,68
04 Mar 2023,PROD-004,98
05 Mar 2023,PROD-004,77
06 Mar 2023,PROD-004,52
07 Mar 2023,PROD-004,48
08 Mar 2023,PROD-004,78
09 Mar 2023,PROD-004,55
10 Mar 2023,PROD-004,61
11 Mar 2023,PROD-004,88
12 Mar 2023,PROD-004,87
13 Mar 2023,PROD-004,61
14 Mar 2023,PROD-004,67
15 Mar 2023,PROD-004,67
16 Mar 2023,PROD-004,69
17 Mar 2023,PROD-004,79
18 Mar 2023,PROD-004,82
19 Mar 2023,PROD-004,71
20 Mar 2023,PROD-004,54
21 Mar 2023,PROD-004,59
22 Mar 2023,PROD-004,62
23 Mar 2023,PROD-004,53
24 Mar 2023,PROD-004,72
25 Mar 2023,PROD-004,72
26 Mar 2023,PROD-004,62
27 Mar 2023,PROD-004,55
28 Mar 2023,PROD-004,72
29 Mar 2023,PROD-004,83
30 Mar 2023,PROD-004,64
31 Mar 2023,PROD-004,79
01 Apr 2023,PROD-004,113
02 Apr 2023,PROD-004,76
03 Apr 2023,PROD-004,59
04 Apr 2023,PROD-004,68
05 Apr 2023,PROD-004,53
06 Apr 2023,PROD-004,54
07 Apr 2023,PROD-004,47
08 Apr 2023,PROD-004,75
09 Apr 2023,PROD-004,72
10 Apr 2023,PROD-004,45
11 Apr 2023,PROD-004,66
12 Apr 2023,PROD-004,63
13 Apr 2023,PROD-004,67
14 Apr 2023,PROD-004,75
15 Apr 2023,PROD-004,90
16 Apr 2023,PROD-004,71
17 Apr 2023,PROD-004,52
18 Apr 2023,PROD-004,64
19 Apr 2023,PROD-004,67
20 Apr 2023,PROD-004,64
21 Apr 2023,PROD-004,73
22 Apr 2023,PROD-004,74
23 Apr 2023,PROD-004,65
24 Apr 2023,PROD-004,46
25 Apr 2023,PROD-004,75
26 Apr 2023,PROD-004,56
27 Apr 2023,PROD-004,59
28 Apr 2023,PROD-004,68
29 Apr 2023,PROD-004,87
30 Apr 2023,PROD-004,68
01 May 2023,PROD-004,61
02 May 2023,PROD-004,59
03 May 2023,PROD-004,65
04 May 2023,PROD-004,58
05 May 2023,PROD-004,89
06 May 2023,PROD-004,70
07 May 2023,PROD-004,72
08 May 2023,PROD-004,57
09 May 2023,PROD-004,66
10 May 2023,PROD-004,62
11 May 2023,PROD-004,63
12 May 2023,PROD-004,73
13 May 2023,PROD-004,78
14 May 2023,PROD-004,77
15 May 2023,PROD-004,66
16 May 2023,PROD-004,60
17 May 2023,PROD-004,55
18 May 2023,PROD-004,63
19 May 2023,PROD-004,92
20 May 2023,PROD-004,73
21 May 2023,PROD-004,81
22 May 2023,PROD-004,63
23 May 2023,PROD-004,60
24 May 2023,PROD-004,67
25 May 2023,PROD-004,74
26 May 2023,PROD-004,70
27 May 2023,PROD-004,78
28 May 2023,PROD-004,66
29 May 2023,PROD-004,48
30 May 2023,PROD-004,59
31 May 2023,PROD-004,56
01 Jun 2023,PROD-004,64
02 Jun 2023,PROD-004,67
03 Jun 2023,PROD-004,81
04 Jun 2023,PROD-004,59
05 Jun 2023,PROD-004,56
06 Jun 2023,PROD-004,69
07 Jun 2023,PROD-004,51
08 Jun 2023,PROD-004,66
09 Jun 2023,PROD-004,82
10 Jun 2023,PROD-004,70
11 Jun 2023,PROD-004,82
12 Jun 2023,PROD-004,56
13 Jun 2023,PROD-004,59
14 Jun 2023,PROD-004,63
15 Jun 2023,PROD-004,67
16 Jun 2023,PROD-004,74
17 Jun 2023,PROD-004,84
18 Jun 2023,PROD-004,63
19 Jun 2023,PROD-004,55
20 Jun 2023,PROD-004,54
21 Jun 2023,PROD-004,63
22 Jun 2023,PROD-004,58
23 Jun 2023,PROD-004,68
24 Jun 2023,PROD-004,89
25 Jun 2023,PROD-004,78
26 Jun 2023,PROD-004,57
27 Jun 2023,PROD-004,57
28 Jun 2023,PROD-004,61
29 Jun 2023,PROD-004,71
30 Jun 2023,PROD-004,74
01 Jul 2023,PROD-004,118
02 Jul 2023,PROD-004,87
03 Jul 2023,PROD-004,66
04 Jul 2023,PROD-004,99
05 Jul 2023,PROD-004,96
06 Jul 2023,PROD-004,86
07 Jul 2023,PROD-004,99
08 Jul 2023,PROD-004,100
09 Jul 2023,PROD-004,66
10 Jul 2023,PROD-004,43
11 Jul 2023,PROD-004,52
12 Jul 2023,PROD-004,67
13 Jul 2023,PROD-004,56
14 Jul 2023,PROD-004,57
15 Jul 2023,PROD-004,83
16 Jul 2023,PROD-004,87
17 Jul 2023,PROD-004,54
18 Jul 2023,PROD-004,69
19 Jul 2023,PROD-004,64
20 Jul 2023,PROD-004,63
21 Jul 2023,PROD-004,80
22 Jul 2023,PROD-004,77
23 Jul 2023,PROD-004,72
24 Jul 2023,PROD-004,56
25 Jul 2023,PROD-004,59
26 Jul 2023,PROD-004,70
27 Jul 2023,PROD-004,62
28 Jul 2023,PROD-004,68
29 Jul 2023,PROD-004,84
30 Jul 2023,PROD-004,64
31 Jul 2023,PROD-004,54
01 Aug 2023,PROD-004,63
02 Aug 2023,PROD-004,70
03 Aug 2023,PROD-004,67
04 Aug 2023,PROD-004,73
05 Aug 2023,PROD-004,86
06 Aug 2023,PROD-004,80
07 Aug 2023,PROD-004,57
08 Aug 2023,PROD-004,64
09 Aug 2023,PROD-004,55
10 Aug 2023,PROD-004,57
11 Aug 2023,PROD-004,71
12 Aug 2023,PROD-004,90
13 Aug 2023,PROD-004,82
14 Aug 2023,PROD-004,65
15 Aug 2023,PROD-004,121
16 Aug 2023,PROD-004,110
17 Aug 2023,PROD-004,112
18 Aug 2023,PROD-004,119
19 Aug 2023,PROD-004,99
20 Aug 2023,PROD-004,94
21 Aug 2023,PROD-004,75
22 Aug 2023,PROD-004,75
23 Aug 2023,PROD-004,87
24 Aug 2023,PROD-004,90
25 Aug 2023,PROD-004,95
26 Aug 2023,PROD-004,85
27 Aug 2023,PROD-004,83
28 Aug 2023,PROD-004,53
29 Aug 2023,PROD-004,61
30 Aug 2023,PROD-004,60
31 Aug 2023,PROD-004,62
01 Sep 2023,PROD-004,70
02 Sep 2023,PROD-004,81
03 Sep 2023,PROD-004,71
04 Sep 2023,PROD-004,54
05 Sep 2023,PROD-004,66
06 Sep 2023,PROD-004,71
07 Sep 2023,PROD-004,70
08 Sep 2023,PROD-004,62
09 Sep 2023,PROD-004,59
10 Sep 2023,PROD-004,76
11 Sep 2023,PROD-004,46
12 Sep 2023,PROD-004,62
13 Sep 2023,PROD-004,56
14 Sep 2023,PROD-004,52
15 Sep 2023,PROD-004,77
16 Sep 2023,PROD-004,86
17 Sep 2023,PROD-004,66
18 Sep 2023,PROD-004,40
19 Sep 2023,PROD-004,60
20 Sep 2023,PROD-004,66
21 Sep 2023,PROD-004,54
22 Sep 2023,PROD-004,74
23 Sep 2023,PROD-004,79
24 Sep 2023,PROD-004,74
25 Sep 2023,PROD-004,55
26 Sep 2023,PROD-004,57
27 Sep 2023,PROD-004,71
28 Sep 2023,PROD-004,62
29 Sep 2023,PROD-004,73
30 Sep 2023,PROD-004,72
01 Oct 2023,PROD-004,168
02 Oct 2023,PROD-004,123
03 Oct 2023,PROD-004,157
04 Oct 2023,PROD-004,187
05 Oct 2023,PROD-004,138
06 Oct 2023,PROD-004,154
07 Oct 2023,PROD-004,229
08 Oct 2023,PROD-004,172
09 Oct 2023,PROD-004,126
10 Oct 2023,PROD-004,176
11 Oct 2023,PROD-004,150
12 Oct 2023,PROD-004,189
13 Oct 2023,PROD-004,196
14 Oct 2023,PROD-004,190
15 Oct 2023,PROD-004,213
16 Oct 2023,PROD-004,127
17 Oct 2023,PROD-004,171
18 Oct 2023,PROD-004,164
19 Oct 2023,PROD-004,180
20 Oct 2023,PROD-004,212
21 Oct 2023,PROD-004,200
22 Oct 2023,PROD-004,162
23 Oct 2023,PROD-004,142
24 Oct 2023,PROD-004,149
25 Oct 2023,PROD-004,192
26 Oct 2023,PROD-004,162
27 Oct 2023,PROD-004,177
28 Oct 2023,PROD-004,203
29 Oct 2023,PROD-004,152
30 Oct 2023,PROD-004,122
31 Oct 2023,PROD-004,179
01 Nov 2023,PROD-004,149
02 Nov 2023,PROD-004,143
03 Nov 2023,PROD-004,193
04 Nov 2023,PROD-004,223
05 Nov 2023,PROD-004,188
06 Nov 2023,PROD-004,149
07 Nov 2023,PROD-004,147
08 Nov 2023,PROD-004,137
09 Nov 2023,PROD-004,184
10 Nov 2023,PROD-004,178
11 Nov 2023,PROD-004,194
12 Nov 2023,PROD-004,199
13 Nov 2023,PROD-004,143
14 Nov 2023,PROD-004,167
15 Nov 2023,PROD-004,194
16 Nov 2023,PROD-004,149
17 Nov 2023,PROD-004,201
18 Nov 2023,PROD-004,201
19 Nov 2023,PROD-004,180
20 Nov 2023,PROD-004,156
21 Nov 2023,PROD-004,168
22 Nov 2023,PROD-004,202
23 Nov 2023,PROD-004,212
24 Nov 2023,PROD-004,212
25 Nov 2023,PROD-004,659
26 Nov 2023,PROD-004,496
27 Nov 2023,PROD-004,294
28 Nov 2023,PROD-004,904
29 Nov 2023,PROD-004,142
30 Nov 2023,PROD-004,156
01 Dec 2023,PROD-004,178
02 Dec 2023,PROD-004,206
03 Dec 2023,PROD-004,190
04 Dec 2023,PROD-004,147
05 Dec 2023,PROD-004,150
06 Dec 2023,PROD-004,157
07 Dec 2023,PROD-004,164
08 Dec 2023,PROD-004,179
09 Dec 2023,PROD-004,232
10 Dec 2023,PROD-004,184
11 Dec 2023,PROD-004,145
12 Dec 2023,PROD-004,170
13 Dec 2023,PROD-004,178
14 Dec 2023,PROD-004,162
15 Dec 2023,PROD-004,160
16 Dec 2023,PROD-004,207
17 Dec 2023,PROD-004,197
18 Dec 2023,PROD-004,154
19 Dec 2023,PROD-004,203
20 Dec 2023,PROD-004,359
21 Dec 2023,PROD-004,288
22 Dec 2023,PROD-004,303
23 Dec 2023,PROD-004,327
24 Dec 2023,PROD-004,216
25 Dec 2023,PROD-004,171
26 Dec 2023,PROD-004,169
27 Dec 2023,PROD-004,131
28 Dec 2023,PROD-004,172
29 Dec 2023,PROD-004,191
30 Dec 2023,PROD-004,225
31 Dec 2023,PROD-004,187
01 Jan 2023,PROD-005,260
02 Jan 2023,PROD-005,179
03 Jan 2023,PROD-005,234
04 Jan 2023,PROD-005,219
05 Jan 2023,PROD-005,226
06 Jan 2023,PROD-005,292
07 Jan 2023,PROD-005,350
08 Jan 2023,PROD-005,274
09 Jan 2023,PROD-005,179
10 Jan 2023,PROD-005,250
11 Jan 2023,PROD-005,268
12 Jan 2023,PROD-005,225
13 Jan 2023,PROD-005,272
14 Jan 2023,PROD-005,300
15 Jan 2023,PROD-005,243
16 Jan 2023,PROD-005,217
17 Jan 2023,PROD-005,237
18 Jan 2023,PROD-005,250
19 Jan 2023,PROD-005,218
20 Jan 2023,PROD-005,264
21 Jan 2023,PROD-005,321
22 Jan 2023,PROD-005,254
23 Jan 2023,PROD-005,239
24 Jan 2023,PROD-005,230
25 Jan 2023,PROD-005,245
26 Jan 2023,PROD-005,262
27 Jan 2023,PROD-005,237
28 Jan 2023,PROD-005,247
29 Jan 2023,PROD-005,223
30 Jan 2023,PROD-005,229
31 Jan 2023,PROD-005,226
01 Feb 2023,PROD-005,301
02 Feb 2023,PROD-005,226
03 Feb 2023,PROD-005,281
04 Feb 2023,PROD-005,346
05 Feb 2023,PROD-005,317
06 Feb 2023,PROD-005,246
07 Feb 2023,PROD-005,323
08 Feb 2023,PROD-005,317
09 Feb 2023,PROD-005,305
10 Feb 2023,PROD-005,446
11 Feb 2023,PROD-005,383
12 Feb 2023,PROD-005,291
13 Feb 2023,PROD-005,214
14 Feb 2023,PROD-005,212
15 Feb 2023,PROD-005,229
16 Feb 2023,PROD-005,257
17 Feb 2023,PROD-005,302
18 Feb 2023,PROD-005,303
19 Feb 2023,PROD-005,303
20 Feb 2023,PROD-005,180
21 Feb 2023,PROD-005,235
22 Feb 2023,PROD-005,223
23 Feb 2023,PROD-005,195
24 Feb 2023,PROD-005,274
25 Feb 2023,PROD-005,296
26 Feb 2023,PROD-005,304
27 Feb 2023,PROD-005,217
28 Feb 2023,PROD-005,215
01 Mar 2023,PROD-005,284
02 Mar 2023,PROD-005,269
03 Mar 2023,PROD-005,292
04 Mar 2023,PROD-005,293
05 Mar 2023,PROD-005,239
06 Mar 2023,PROD-005,196
07 Mar 2023,PROD-005,266
08 Mar 2023,PROD-005,285
09 Mar 2023,PROD-005,277
10 Mar 2023,PROD-005,262
11 Mar 2023,PROD-005,266
12 Mar 2023,PROD-005,268
13 Mar 2023,PROD-005,168
14 Mar 2023,PROD-005,248
15 Mar 2023,PROD-005,236
16 Mar 2023,PROD-005,229
17 Mar 2023,PROD-005,232
18 Mar 2023,PROD-005,316
19 Mar 2023,PROD-005,250
20 Mar 2023,PROD-005,180
21 Mar 2023,PROD-005,171
22 Mar 2023,PROD-005,239
23 Mar 2023,PROD-005,283
24 Mar 2023,PROD-005,322
25 Mar 2023,PROD-005,286
26 Mar 2023,PROD-005,248
27 Mar 2023,PROD-005,214
28 Mar 2023,PROD-005,216
29 Mar 2023,PROD-005,297
30 Mar 2023,PROD-005,310
31 Mar 2023,PROD-005,372
01 Apr 2023,PROD-005,387
02 Apr 2023,PROD-005,312
03 Apr 2023,PROD-005,207
04 Apr 2023,PROD-005,225
05 Apr 2023,PROD-005,218
06 Apr 2023,PROD-005,208
07 Apr 2023,PROD-005,224
08 Apr 2023,PROD-005,276
09 Apr 2023,PROD-005,304
10 Apr 2023,PROD-005,199
11 Apr 2023,PROD-005,240
12 Apr 2023,PROD-005,222
13 Apr 2023,PROD-005,182
14 Apr 2023,PROD-005,301
15 Apr 2023,PROD-005,323
16 Apr 2023,PROD-005,257
17 Apr 2023,PROD-005,205
18 Apr 2023,PROD-005,253
19 Apr 2023,PROD-005,203
20 Apr 2023,PROD-005,227
21 Apr 2023,PROD-005,298
22 Apr 2023,PROD-005,263
23 Apr 2023,PROD-005,272
24 Apr 2023,PROD-005,176
25 Apr 2023,PROD-005,251
26 Apr 2023,PROD-005,239
27 Apr 2023,PROD-005,201
28 Apr 2023,PROD-005,309
29 Apr 2023,PROD-005,278
30 Apr 2023,PROD-005,243
01 May 2023,PROD-005,208
02 May 2023,PROD-005,268
03 May 2023,PROD-005,216
04 May 2023,PROD-005,242
05 May 2023,PROD-005,288
06 May 2023,PROD-005,321
07 May 2023,PROD-005,269
08 May 2023,PROD-005,197
09 May 2023,PROD-005,220
10 May 2023,PROD-005,242
11 May 2023,PROD-005,215
12 May 2023,PROD-005,196
13 May 2023,PROD-005,314
14 May 2023,PROD-005,288
15 May 2023,PROD-005,156
16 May 2023,PROD-005,216
17 May 2023,PROD-005,255
18 May 2023,PROD-005,290
19 May 2023,PROD-005,277
20 May 2023,PROD-005,279
21 May 2023,PROD-005,260
22 May 2023,PROD-005,232
23 May 2023,PROD-005,225
24 May 2023,PROD-005,221
25 May 2023,PROD-005,229
26 May 2023,PROD-005,250
27 May 2023,PROD-005,304
28 May 2023,PROD-005,308
29 May 2023,PROD-005,211
30 May 2023,PROD-005,234
31 May 2023,PROD-005,233
01 Jun 2023,PROD-005,203
02 Jun 2023,PROD-005,301
03 Jun 2023,PROD-005,298
04 Jun 2023,PROD-005,260
05 Jun 2023,PROD-005,270
06 Jun 2023,PROD-005,248
07 Jun 2023,PROD-005,222
08 Jun 2023,PROD-005,230
09 Jun 2023,PROD-005,309
10 Jun 2023,PROD-005,304
11 Jun 2023,PROD-005,227
12 Jun 2023,PROD-005,223
13 Jun 2023,PROD-005,224
14 Jun 2023,PROD-005,286
15 Jun 2023,PROD-005,267
16 Jun 2023,PROD-005,264
17 Jun 2023,PROD-005,339
18 Jun 2023,PROD-005,267
19 Jun 2023,PROD-005,222
20 Jun 2023,PROD-005,252
21 Jun 2023,PROD-005,220
22 Jun 2023,PROD-005,225
23 Jun 2023,PROD-005,305
24 Jun 2023,PROD-005,291
25 Jun 2023,PROD-005,254
26 Jun 2023,PROD-005,185
27 Jun 2023,PROD-005,251
28 Jun 2023,PROD-005,290
29 Jun 2023,PROD-005,215
30 Jun 2023,PROD-005,278
01 Jul 2023,PROD-005,1032
02 Jul 2023,PROD-005,789
03 Jul 2023,PROD-005,642
04 Jul 2023,PROD-005,862
05 Jul 2023,PROD-005,934
06 Jul 2023,PROD-005,811
07 Jul 2023,PROD-005,957
08 Jul 2023,PROD-005,963
09 Jul 2023,PROD-005,859
10 Jul 2023,PROD-005,495
11 Jul 2023,PROD-005,622
12 Jul 2023,PROD-005,614
13 Jul 2023,PROD-005,581
14 Jul 2023,PROD-005,717
15 Jul 2023,PROD-005,731
16 Jul 2023,PROD-005,674
17 Jul 2023,PROD-005,580
18 Jul 2023,PROD-005,542
19 Jul 2023,PROD-005,672
20 Jul 2023,PROD-005,682
21 Jul 2023,PROD-005,685
